qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NZ_CP101780.1	gb|DQ328802.1|+|0-861|ARO:3001140|SHV-86	99.768	861	2	0	52249	53109	861	1	0.0	1580
NZ_CP101780.1	gb|AJ011428.2|+|0-861|ARO:3001074|SHV-15	99.768	861	2	0	52249	53109	861	1	0.0	1580
NZ_CP101780.1	gb|DQ174304.1|+|4-865|ARO:3001119|SHV-64	99.768	861	2	0	52249	53109	861	1	0.0	1580
NZ_CP101780.1	gb|HG934764.1|+|0-864|ARO:3001351|SHV-183	99.653	864	0	1	52249	53109	864	1	0.0	1576
NZ_CP101780.1	gb|NG_062300.1|+|0-861|ARO:3005247|SHV-228	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|X55640.1|+|111-972|ARO:3001064|SHV-5	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|DQ013287.1|+|0-861|ARO:3001124|SHV-70	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|X98102.1|+|73-934|ARO:3001061|SHV-2A	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|AF164577.1|+|0-861|ARO:3001072|SHV-13	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|AY277255.2|+|66-927|ARO:3001089|SHV-31	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|GU827715.1|+|0-861|ARO:3001176|SHV-129	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|X98101.1|+|73-934|ARO:3001070|SHV-11	99.652	861	3	0	52249	53109	861	1	0.0	1574
NZ_CP101780.1	gb|NG_062285.1|+|0-861|ARO:3005251|SHV-213	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|NG_055668.1|+|0-861|ARO:3005249|SHV-203	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|NG_055588.1|+|0-861|ARO:3005248|SHV-200	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|JF812965.1|+|0-861|ARO:3001167|SHV-120	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|AB302939.1|+|8-869|ARO:3001115|SHV-60	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|AF148851.1|+|5-866|ARO:3001060|SHV-2	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|FJ668814.1|+|76-937|ARO:3001059|SHV-1	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|KF513177.1|+|0-861|ARO:3001356|SHV-172	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|AJ866284.2|+|0-861|ARO:3001116|SHV-61	99.535	861	4	0	52249	53109	861	1	0.0	1568
NZ_CP101780.1	gb|NG_068211.1|+|100-961|ARO:3001165|SHV-116	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_067162.1|+|0-861|ARO:3001164|SHV-115	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_062287.1|+|0-861|ARO:3005243|SHV-215	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_050058.1|+|0-861|ARO:3005239|SHV-193	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_062299.1|+|0-861|ARO:3005233|SHV-227	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_055503.1|+|0-861|ARO:3005232|SHV-199	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_062298.1|+|0-861|ARO:3005228|SHV-226	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|NG_051169.1|+|0-861|ARO:3005223|SHV-194	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|LT985229.1|+|36107-36968|ARO:3001063|SHV-4	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|KF705208.1|+|0-861|ARO:3001362|SHV-179	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|JX121131.1|+|0-858|ARO:3001203|SHV-165	99.534	858	4	0	52252	53109	858	1	0.0	1563
NZ_CP101780.1	gb|KF705209.1|+|0-861|ARO:3001361|SHV-178	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|JX013655.1|+|0-861|ARO:3001185|SHV-145	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AM941844.1|+|0-861|ARO:3001336|SHV-98	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|JX121121.1|+|0-858|ARO:3001193|SHV-154	99.534	858	4	0	52252	53109	858	1	0.0	1563
NZ_CP101780.1	gb|AF547625.1|+|0-861|ARO:3001103|SHV-45	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|LN515533.1|+|0-867|ARO:3003154|SHV-187	99.193	867	7	0	52249	53115	867	1	0.0	1563
NZ_CP101780.1	gb|AM941848.1|+|0-861|ARO:3001156|SHV-107	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|HQ637576.1|+|0-861|ARO:3001179|SHV-135	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AF227204.1|+|73-934|ARO:3001084|SHV-26	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AM176555.2|+|0-861|ARO:3001134|SHV-80	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|KF513178.1|+|0-861|ARO:3001357|SHV-173	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AM176549.2|+|30-891|ARO:3001128|SHV-74	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AF208796.2|+|0-861|ARO:3001083|SHV-25	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|JX121128.1|+|0-861|ARO:3001200|SHV-161	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AY210887.1|+|111-972|ARO:3001104|SHV-46	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|EF373973.1|+|0-861|ARO:3001149|SHV-97	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|JQ029959.1|+|28-889|ARO:3001184|SHV-142	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|KM233164.1|+|0-861|ARO:3003152|SHV-185	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|DQ174307.1|+|4-865|ARO:3001122|SHV-67	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|DQ174308.1|+|4-865|ARO:3001123|SHV-69	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AF467947.1|+|0-861|ARO:3001094|SHV-36	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|AM176553.2|+|30-891|ARO:3001132|SHV-78	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|GU932590.1|+|0-861|ARO:3001175|SHV-128	99.419	861	5	0	52249	53109	861	1	0.0	1563
NZ_CP101780.1	gb|EU274581.1|+|0-861|ARO:3001153|SHV-104	99.419	860	5	0	52249	53108	861	2	0.0	1561
NZ_CP101780.1	gb|JX121122.1|+|0-858|ARO:3001194|SHV-155	99.533	856	4	0	52254	53109	856	1	0.0	1559
NZ_CP101780.1	gb|JX121115.1|+|0-858|ARO:3001187|SHV-148	99.533	856	4	0	52254	53109	856	1	0.0	1559
NZ_CP101780.1	gb|NG_050020.1|+|0-861|ARO:3001346|SHV-146	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|MF804906.1|+|0-867|ARO:3005253|SHV-202	99.077	867	8	0	52249	53115	867	1	0.0	1557
NZ_CP101780.1	gb|NG_062289.1|+|0-861|ARO:3005250|SHV-217	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062281.1|+|0-861|ARO:3005242|SHV-209	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062297.1|+|0-861|ARO:3005241|SHV-225	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062296.1|+|0-861|ARO:3005240|SHV-224	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062283.1|+|0-861|ARO:3005230|SHV-211	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062282.1|+|0-861|ARO:3005225|SHV-210	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|NG_062244.1|+|0-861|ARO:3005211|SHV-201	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|U20270.1|+|124-985|ARO:3001066|SHV-7	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|JQ926986.1|+|0-861|ARO:3001345|SHV-144	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AY288915.1|+|0-861|ARO:3001107|SHV-50	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AF293345.1|+|0-861|ARO:3001085|SHV-27	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AF535128.1|+|0-861|ARO:3001098|SHV-40	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|HQ877615.1|+|0-861|ARO:3001159|SHV-110	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|DQ322460.1|+|15-876|ARO:3001139|SHV-85	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|EF373970.1|+|0-861|ARO:3001146|SHV-94	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|DQ174305.1|+|4-865|ARO:3001120|SHV-65	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AM176556.2|+|25-886|ARO:3001135|SHV-81	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|KJ776406.1|+|16-877|ARO:3001340|SHV-119	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|EU418913.1|+|16-877|ARO:3001158|SHV-109	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|EU032604.1|+|0-861|ARO:3001152|SHV-103	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AM176552.2|+|30-891|ARO:3001131|SHV-77	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|EF373971.1|+|0-861|ARO:3001148|SHV-96	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|KM233165.1|+|0-861|ARO:3003153|SHV-186	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|JQ388884.1|+|0-861|ARO:3001183|SHV-141	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AY223863.1|+|170-1031|ARO:3001113|SHV-57	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|JX121120.1|+|0-858|ARO:3001192|SHV-153	99.417	858	5	0	52252	53109	858	1	0.0	1557
NZ_CP101780.1	gb|AM176557.2|+|0-861|ARO:3001136|SHV-82	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|JX121123.1|+|0-861|ARO:3001195|SHV-156	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AY528718.1|+|413-1274|ARO:3001106|SHV-49	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AB551737.1|+|14-875|ARO:3001177|SHV-133	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|U92041.1|+|0-861|ARO:3001067|SHV-8	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|KP050487.1|+|0-861|ARO:3001350|SHV-180	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|JX121119.1|+|0-858|ARO:3001191|SHV-152	99.417	858	5	0	52252	53109	858	1	0.0	1557
NZ_CP101780.1	gb|HQ661362.1|+|71-932|ARO:3001168|SHV-121	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AY070258.1|+|0-861|ARO:3001093|SHV-35	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|DQ193536.1|+|0-861|ARO:3001141|SHV-89	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|EU586041.1|+|0-861|ARO:3001112|SHV-56	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|KP050489.1|+|0-861|ARO:3001364|SHV-182	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AM176554.2|+|30-891|ARO:3001133|SHV-79	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AB023477.1|+|0-861|ARO:3001082|SHV-24	99.303	861	6	0	52249	53109	861	1	0.0	1557
NZ_CP101780.1	gb|AM176558.2|+|0-861|ARO:3001137|SHV-83	99.302	859	6	0	52249	53107	861	3	0.0	1554
NZ_CP101780.1	gb|NG_050009.1|+|100-961|ARO:3001341|SHV-132	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_062293.1|+|0-861|ARO:3005252|SHV-221	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_050059.1|+|0-861|ARO:3005237|SHV-1b-b	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_062279.1|+|0-861|ARO:3005236|SHV-207	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_062291.1|+|0-861|ARO:3005231|SHV-219	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_051521.1|+|0-861|ARO:3005229|SHV-196	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_062278.1|+|0-861|ARO:3005227|SHV-206	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_062288.1|+|0-861|ARO:3005215|SHV-216	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|NG_052582.1|+|0-861|ARO:3005214|SHV-197	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|KX092356.1|+|192-1053|ARO:3001062|SHV-3	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AY259119.1|+|116-977|ARO:3001102|SHV-44	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|KP050494.1|+|0-861|ARO:3003156|SHV-189	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121126.1|+|0-858|ARO:3001198|SHV-159	99.301	858	6	0	52252	53109	858	1	0.0	1552
NZ_CP101780.1	gb|AB372881.1|+|8-869|ARO:3001160|SHV-111	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|EF373972.1|+|0-861|ARO:3001147|SHV-95	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|DAGGVK010000093.1|+|2639-3500|ARO:3001138|SHV-84	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JQ341060.1|-|881-1742|ARO:3001344|SHV-143	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AY263404.1|+|0-861|ARO:3001105|SHV-48	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|EU342351.1|+|172-1033|ARO:3001118|SHV-63	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|DAGGWD010000033.1|+|85-946|ARO:3001077|SHV-19	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121114.1|+|0-858|ARO:3001186|SHV-147	99.301	858	6	0	52252	53109	858	1	0.0	1552
NZ_CP101780.1	gb|AJ863560.2|+|0-861|ARO:3001111|SHV-55	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121125.1|+|0-858|ARO:3001197|SHV-158	99.301	858	6	0	52252	53109	858	1	0.0	1552
NZ_CP101780.1	gb|EF373969.1|+|0-861|ARO:3001145|SHV-93	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX268631.1|+|0-861|ARO:3001091|SHV-33	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121124.1|+|0-861|ARO:3001196|SHV-157	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121117.1|+|0-858|ARO:3001189|SHV-150	99.301	858	6	0	52252	53109	858	1	0.0	1552
NZ_CP101780.1	gb|AF226622.1|+|54-915|ARO:3001073|SHV-14	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|EU024485.1|+|0-861|ARO:3001151|SHV-102	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AJ866285.2|+|0-861|ARO:3001117|SHV-62	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|HM751100.1|+|0-861|ARO:3001157|SHV-108	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AY661885.1|+|48-909|ARO:3001088|SHV-30	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AM176550.2|+|30-891|ARO:3001129|SHV-75	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AY079099.1|+|148-1009|ARO:3001096|SHV-38	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AY037778.1|+|91-952|ARO:3001090|SHV-32	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|EU155018.1|+|0-861|ARO:3001150|SHV-101	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|FJ194944.1|+|46-907|ARO:3001154|SHV-105	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AF535130.1|+|0-861|ARO:3001100|SHV-42	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|AF535129.1|+|0-861|ARO:3001099|SHV-41	99.187	861	7	0	52249	53109	861	1	0.0	1552
NZ_CP101780.1	gb|JX121130.1|+|0-858|ARO:3001202|SHV-163	99.299	856	6	0	52254	53109	856	1	0.0	1548
NZ_CP101780.1	gb|NG_050057.1|+|0-861|ARO:3003591|SHV-191	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_062290.1|+|0-861|ARO:3005238|SHV-218	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_062286.1|+|0-861|ARO:3005235|SHV-214	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_062295.1|+|0-861|ARO:3005234|SHV-223	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_062280.1|+|0-861|ARO:3005226|SHV-208	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_062292.1|+|0-861|ARO:3005224|SHV-220	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_057611.1|+|0-861|ARO:3005213|SHV-204	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|NG_051484.1|+|0-861|ARO:3005210|SHV-195	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AF301532.1|+|7-868|ARO:3001087|SHV-29	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AF299299.1|+|0-861|ARO:3001086|SHV-28	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|JX121118.1|+|0-858|ARO:3001190|SHV-151	99.184	858	7	0	52252	53109	858	1	0.0	1546
NZ_CP101780.1	gb|AM941845.1|+|0-861|ARO:3001337|SHV-99	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AY036620.1|+|88-949|ARO:3001092|SHV-34	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|JX121116.1|+|0-858|ARO:3001188|SHV-149	99.184	858	7	0	52252	53109	858	1	0.0	1546
NZ_CP101780.1	gb|AY790341.1|+|0-861|ARO:3001114|SHV-59	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AM176546.2|+|0-861|ARO:3001125|SHV-71	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AM176551.2|+|30-891|ARO:3001130|SHV-76	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AM941847.1|+|0-861|ARO:3001155|SHV-106	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AF467948.1|+|0-861|ARO:3001095|SHV-37	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|HE981194.1|+|0-861|ARO:3001347|SHV-164	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|HQ661363.1|+|71-932|ARO:3001181|SHV-137	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|AF132290.1|+|87-948|ARO:3001076|SHV-18	99.071	861	8	0	52249	53109	861	1	0.0	1546
NZ_CP101780.1	gb|JN051143.1|+|0-861|ARO:3001182|SHV-140	99.069	859	8	0	52249	53107	861	3	0.0	1543
NZ_CP101780.1	gb|HM751103.1|+|0-864|ARO:3001169|SHV-122	98.958	864	6	3	52249	53109	864	1	0.0	1543
NZ_CP101780.1	gb|NG_062284.1|+|0-861|ARO:3005212|SHV-212	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|NG_055284.1|+|0-861|ARO:3005209|SHV-198	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|AY289548.1|+|0-861|ARO:3001108|SHV-51	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|JX870080.1|+|0-861|ARO:3001352|SHV-168	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|AM176547.2|+|30-891|ARO:3001126|SHV-72	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|DAGOBI010000132.1|+|1383-2244|ARO:3001065|SHV-6	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|JX121129.1|+|0-858|ARO:3001201|SHV-162	99.068	858	8	0	52252	53109	858	1	0.0	1541
NZ_CP101780.1	gb|DQ836922.1|+|0-861|ARO:3001144|SHV-92	98.955	861	9	0	52249	53109	861	1	0.0	1541
NZ_CP101780.1	gb|NG_050056.1|+|0-861|ARO:3003590|SHV-190	98.839	861	10	0	52249	53109	861	1	0.0	1535
NZ_CP101780.1	gb|NG_068212.1|+|100-961|ARO:3001355|SHV-171	98.839	861	10	0	52249	53109	861	1	0.0	1535
NZ_CP101780.1	gb|NG_062294.1|+|0-861|ARO:3005208|SHV-222	98.839	861	10	0	52249	53109	861	1	0.0	1535
NZ_CP101780.1	gb|NG_062276.1|+|0-861|ARO:3005207|SHV-205	98.839	861	10	0	52249	53109	861	1	0.0	1535
NZ_CP101780.1	gb|LN515534.1|+|0-873|ARO:3003155|SHV-188	98.511	873	7	1	52249	53115	873	1	0.0	1535
NZ_CP101780.1	gb|HQ845196.1|+|0-861|ARO:3001109|SHV-52	98.839	861	10	0	52249	53109	861	1	0.0	1535
NZ_CP101780.1	gb|AY065991.1|+|6-867|ARO:3001101|SHV-43	98.722	861	11	0	52249	53109	861	1	0.0	1530
NZ_CP101780.1	gb|AM176548.2|+|16-874|ARO:3001127|SHV-73	98.945	853	9	0	52249	53101	858	6	0.0	1526
NZ_CP101780.1	gb|S82452.1|+|120-978|ARO:3001068|SHV-9	98.606	861	9	1	52249	53109	858	1	0.0	1520
NZ_CP101780.1	gb|AB733453.1|+|3-849|ARO:3001204|SHV-167	98.936	846	9	0	52264	53109	846	1	0.0	1513
NZ_CP101780.1	gb|FN396876.1|-|2406-3219|ARO:3000589|NDM-1	100.000	813	0	0	39630	40442	1	813	0.0	1502
NZ_CP101780.1	gb|OP696900.1|+|0-813|ARO:3007447|NDM-47	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|OP288001.1|+|0-813|ARO:3007443|NDM-44	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|ON205946.1|+|20-833|ARO:3007219|NDM-42	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MZ748326.1|+|0-813|ARO:3007217|NDM-40	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MZ359766.1|+|0-813|ARO:3007215|NDM-38	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|KP862821.1|+|0-813|ARO:3003664|NDM-16a	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|NG_071207.1|+|0-813|ARO:3005701|NDM-31	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|NG_071206.1|+|0-813|ARO:3005700|NDM-30	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MN624980.1|+|290-1103|ARO:3005131|NDM-29	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MH243357.1|+|0-813|ARO:3004865|NDM-22	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|KP265939.1|+|0-813|ARO:3002361|NDM-11	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MK425035.1|+|0-813|ARO:3004871|NDM-28	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|KM210086.1|+|9067-9880|ARO:3003183|NDM-14	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|JQ348841.1|+|0-813|ARO:3002355|NDM-4	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|JF703135.1|+|0-813|ARO:3000590|NDM-2	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|JQ734687.1|+|0-813|ARO:3002354|NDM-3	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|KC999080.2|+|379-1192|ARO:3002359|NDM-9	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MH986670.1|+|0-813|ARO:3004868|NDM-25	99.877	813	1	0	39630	40442	1	813	0.0	1496
NZ_CP101780.1	gb|MH450215.1|+|0-813|ARO:3004867|NDM-24	99.877	813	1	0	39630	40442	1	813	0.0	1496
